BC Geographic Name,Type,View on Map,GeoName ID
Wilmer,Community,#REF!,38427
Windermere,Community,#REF!,25727
Winlaw,Community,#REF!,23148
Wycliffe,Community,#REF!,24754
Wynndel,Community,#REF!,24757
Yahk,Community,#REF!,24766
Ymir,Community,#REF!,25278
Zincton,Locality,#REF!,25942
Albas,Locality,#REF!,539
Alexis 9,Indian Reserve,#REF!,65550
Allenby,Locality,#REF!,1034
Allison Lake,Locality,#REF!,41006
Almond Gardens,Community,#REF!,1063
Anaconda,Locality,#REF!,1494
Anglemont,Community,#REF!,1556
Annis,Community,#REF!,2065
Armstrong,City,#REF!,9213
Ashnola 10,Indian Reserve,#REF!,65549
Ashton Creek,Community,#REF!,9788
Balmoral,Community,#REF!,11059
Bankeir,Community,#REF!,27608
Bastion Bay,Locality,#REF!,38335
Beachcomber Bay,Community,#REF!,12521
Beaverdell,Community,#REF!,38321
Benvoulin,Community,#REF!,4215
Billings,Locality,#REF!,5054
Blind Bay,Community,#REF!,5772
Blind Creek 6,Indian Reserve,#REF!,65553
Blind Creek 6A,Indian Reserve,#REF!,65552
Blue Springs,Locality,#REF!,6722
Boundary Falls,Locality,#REF!,440
Braeloch,Locality,#REF!,37695
Bridesville,Community,#REF!,38319
Broadview,Community,#REF!,1109
Camp McKinney,Locality,#REF!,10505
Canoe,Community,#REF!,10528
Carlin,Locality,#REF!,11208
Carmi,Locality,#REF!,38866
Carrs,Community,#REF!,11260
Carson,Locality,#REF!,54588
Cascade,Locality,#REF!,29225
Cawston,Community,#REF!,3459
Cedar Grove,Community,#REF!,37688
Celista,Community,#REF!,3509
Cherryville,Community,#REF!,38526
Chopaka,Locality,#REF!,5919
Chopaka 7 & 8,Indian Reserve,#REF!,65801
Christian Valley,Locality,#REF!,5933
Christina Lake,Community,#REF!,40503
Chuchuwayha 2,Indian Reserve,#REF!,65184
Chuchuwayha 2C,Indian Reserve,#REF!,65195
Chum Creek 2,Indian Reserve,#REF!,65577
Chute Lake,Locality,#REF!,40506
Coalmont,Community,#REF!,27626
Coldstream,District Municipality,#REF!,10820
Craigellachie,Community,#REF!,4772
Creighton Valley,Community,#REF!,4838
Crescent Beach,Community,#REF!,4844
Deadwood,Locality,#REF!,8540
Deep Creek,Locality,#REF!,13236
Duck Lake 7,Indian Reserve,#REF!,65649
Eagle Bay,Community,#REF!,811
Eagle Bluff,Locality,#REF!,40324
East Kelowna,Community,#REF!,1220
East Osoyoos,Community,#REF!,1232
Eastgate,Community,#REF!,37730
Eholt,Locality,#REF!,2284
Ellison,Community,#REF!,9501
Enderby,City,#REF!,9990
Enderby 2,Indian Reserve,#REF!,65085
Fairview,Community,#REF!,11407
Falkland,Community,#REF!,11435
Fife,Community,#REF!,11972
Fintry,Locality,#REF!,12746
Garnet Valley,Community,#REF!,41067
Gellatly,Community,#REF!,6000
Gilpin,Community,#REF!,6158
Gleneden,Community,#REF!,1998
Glenemma,Locality,#REF!,2010
Glenrosa,Community,#REF!,2019
Grand Forks,City,#REF!,11640
Grandview Bench,Community,#REF!,11652
Greata,Locality,#REF!,2658
Greenwood,City,#REF!,2712
Grindrod,Community,#REF!,3231
Harris 3,Indian Reserve,#REF!,65651
Hedley,Community,#REF!,34877
Hullcar,Locality,#REF!,14913
Hupel,Community,#REF!,15675
Hustalen 1,Indian Reserve,#REF!,65610
Iltcoola 7,Indian Reserve,#REF!,66541
Inkaneep,Community,#REF!,1757
Jellicoe,Locality,#REF!,27609
Jura,Locality,#REF!,27610
Kaleden,Community,#REF!,2988
Kedleston,Locality,#REF!,3111
Kelowna,City,#REF!,3157
Keremeos,Village,#REF!,3779
Keremeos Forks 12 & 12A,Indian Reserve,#REF!,63381
Kerr Creek,Locality,#REF!,3785
Kettle Valley,Community,#REF!,3801
Killiney Beach,Community,#REF!,39280
Kingfisher,Community,#REF!,4539
Lake Country,District Municipality,#REF!,41197
Lakeview Heights,Community,#REF!,7374
Lavington,Community,#REF!,13107
Lee Creek,Community,#REF!,909
Lower Similkameen 2,Indian Reserve,#REF!,65559
Lulu 5,Indian Reserve,#REF!,65196
Lumby,Village,#REF!,11520
Mabel Lake,Locality,#REF!,12192
Magna Bay,Community,#REF!,3942
Malakwa,Community,#REF!,4649
Manning Park,Community,#REF!,4715
Mara,Community,#REF!,5541
Marron Valley,Locality,#REF!,5638
McCulloch,Locality,#REF!,19533
McKinley Landing,Community,#REF!,37689
Medicine Creek 12,Indian Reserve,#REF!,60422
Medicine Hill 11,Indian Reserve,#REF!,60423
Midway,Village,#REF!,32234
Mission Creek 8,Indian Reserve,#REF!,65192
Myra,Locality,#REF!,8963
Nahun,Locality,#REF!,9014
Naramata,Community,#REF!,20359
Narcisse's Farm 4,Indian Reserve,#REF!,65558
Niagara,Locality,#REF!,14261
Nine Mile Creek 4,Indian Reserve,#REF!,65193
North Bay 5,Indian Reserve,#REF!,65572
Notch Hill,Community,#REF!,38437
Nursery,Community,#REF!,17862
Okanagan 1,Indian Reserve,#REF!,65670
Okanagan Centre,Community,#REF!,17983
Okanagan Falls,Community,#REF!,17985
Okanagan Landing,Community,#REF!,17986
Okanagan Mission,Community,#REF!,17989
Olalla,Community,#REF!,18620
Oliver,Town,#REF!,18667
One Mile 6,Indian Reserve,#REF!,65194
Osoyoos,Town,#REF!,18788
Osoyoos 1,Indian Reserve,#REF!,65660
Osoyoos 3,Indian Reserve,#REF!,65657
Otter Lake 2,Indian Reserve,#REF!,65669
Oyama,Community,#REF!,15167
Paradise Point,Locality,#REF!,38383
Paulson,Locality,#REF!,16138
Peachland,District Municipality,#REF!,38679
Penticton,City,#REF!,38678
Penticton 1,Indian Reserve,#REF!,65658
Penticton 2,Indian Reserve,#REF!,60075
Penticton 3A,Indian Reserve,#REF!,65655
Pixie Beach,Community,#REF!,37686
Poplar Grove,Community,#REF!,17736
Prairie Valley,Community,#REF!,16216
Priest's Valley 6,Indian Reserve,#REF!,65652
Princeton,Town,#REF!,30980
Quaaout 1,Indian Reserve,#REF!,65576
Ranchero,Community,#REF!,39931
Range 13,Indian Reserve,#REF!,65551
Rhone,Locality,#REF!,19037
Rock Creek,Community,#REF!,20820
Rutland,Community,#REF!,22823
Salmon Arm,City,#REF!,34991
Salmon Arm,Community,#REF!,34992
Salmon River 1,Indian Reserve,#REF!,65076
Scotch Creek,Community,#REF!,38421
Scotch Creek 4,Indian Reserve,#REF!,65579
Seymour Arm,Community,#REF!,15296
Shingle Creek,Locality,#REF!,16296
Shuswap Falls,Locality,#REF!,19475
Sicamous,District Municipality,#REF!,19504
Sicamous 3,Indian Reserve,#REF!,65075
Silver Creek,Locality,#REF!,20437
Six Mile Point,Community,#REF!,21446
Skemeoskuankin 7,Indian Reserve,#REF!,65555
Skemeoskuankin 8,Indian Reserve,#REF!,65554
Solsqua,Community,#REF!,22267
Sorrento,Community,#REF!,20639
South Canoe,Community,#REF!,20652
Spallumcheen,District Municipality,#REF!,20754
Squilax,Community,#REF!,19718
St. Ives,Community,#REF!,13197
Summerland,District Municipality,#REF!,13335
Sunnybrae,Community,#REF!,13963
Swan Lake 4,Indian Reserve,#REF!,60460
Switsemalph 3,Indian Reserve,#REF!,65743
Switsemalph 6,Indian Reserve,#REF!,65603
Switsemalph 7,Indian Reserve,#REF!,65604
Tappen,Community,#REF!,17645
Traders Cove,Community,#REF!,21965
Trépanier,Community,#REF!,22036
Trinity Valley,Community,#REF!,22947
Trout Creek,Community,#REF!,22978
Tsinstikeptum 10,Indian Reserve,#REF!,65175
Tsinstikeptum 9,Indian Reserve,#REF!,65191
Tulameen,Community,#REF!,27625
Vermilion Forks 1,Indian Reserve,#REF!,65197
Vernon,City,#REF!,22451
West Bench,Community,#REF!,20162
"West Kelowna, City of",City,#REF!,60300
West Midway,Community,#REF!,20203
Westbank,Community,#REF!,20152
Westbridge,Locality,#REF!,20161
Westside,Community,#REF!,20228
White Lake,Community,#REF!,21132
Willowbrook,Community,#REF!,23043
Wilson Landing,Locality,#REF!,23085
Winfield,Community,#REF!,23135
Wolf Creek 3,Indian Reserve,#REF!,65198
Woods Landing,Locality,#REF!,24011
Woodsdale,Community,#REF!,24006
Yankee Flats,Locality,#REF!,24780
Zamora,Locality,#REF!,25338
105 Mile Post 2,Indian Reserve,#REF!,65778
70 Mile House,Community,#REF!,30638
Agate,Locality,#REF!,367
Aikwucks 15,Indian Reserve,#REF!,64596
Alpine Meadows,Community,#REF!,34780
Alta Lake,Locality,#REF!,34793
Anderson Lake 5,Indian Reserve,#REF!,64913
Ashcroft,Village,#REF!,27623
Ashcroft 4,Indian Reserve,#REF!,65591
Basque 18,Indian Reserve,#REF!,65533
Big Bar Creek,Community,#REF!,28616
Birken,Locality,#REF!,34751
Bonaparte 3,Indian Reserve,#REF!,65595
Bootahnie 15,Indian Reserve,#REF!,65719
Boston Flats,Locality,#REF!,332
Brackendale,Community,#REF!,37889
Bralorne,Locality,#REF!,34903
Brexton,Locality,#REF!,34904
Bridge River 1,Indian Reserve,#REF!,65001
Bridge River 2,Indian Reserve,#REF!,65000
Britannia Beach,Community,#REF!,37726
Cache Creek,Village,#REF!,27638
Cameron Bar 13,Indian Reserve,#REF!,65715
Canoe Creek 1,Indian Reserve,#REF!,64513
Canoe Creek 2,Indian Reserve,#REF!,64511
Cayoosh Creek 1,Indian Reserve,#REF!,65004
Chasm,Locality,#REF!,29257
Cheakamus,Community,#REF!,4975
Cheakamus 11,Indian Reserve,#REF!,64593
Cheekye,Locality,#REF!,27525
Cheetsum's Farm 1,Indian Reserve,#REF!,65601
Chilhil 6,Indian Reserve,#REF!,64965
Chuchhriaschin 5,Indian Reserve,#REF!,65543
Chuchhriaschin 5A,Indian Reserve,#REF!,65799
Chuckchuk 8,Indian Reserve,#REF!,64600
Clapperton,Locality,#REF!,2538
Clinton,Village,#REF!,29466
Clinton 1,Indian Reserve,#REF!,66042
Copper Creek,Locality,#REF!,12352
Copper Johnny Meadow 8,Indian Reserve,#REF!,64508
Creekside,Locality,#REF!,4834
Criss Creek,Locality,#REF!,29701
D'Arcy,Community,#REF!,7605
Darrell Bay,Locality,#REF!,7633
Defence Island 28,Indian Reserve,#REF!,64614
Dentville,Community,#REF!,14492
Devine,Locality,#REF!,14584
Dry Salmon 7,Indian Reserve,#REF!,64964
Dufferin 10,Indian Reserve,#REF!,65644
Eagle Run,Community,#REF!,844
Enhalt 11,Indian Reserve,#REF!,65666
Enquocto 14,Indian Reserve,#REF!,65536
Entlqwekkinh 19,Indian Reserve,#REF!,65532
Fish Lake 5,Indian Reserve,#REF!,64510
Fish Lake 7,Indian Reserve,#REF!,65708
Fountain,Locality,#REF!,40585
Fountain 1,Indian Reserve,#REF!,64952
Fountain 10,Indian Reserve,#REF!,64969
Fountain 11,Indian Reserve,#REF!,64968
Fountain 12,Indian Reserve,#REF!,64967
Fountain 1A,Indian Reserve,#REF!,64957
Fountain 1B,Indian Reserve,#REF!,64958
Fountain 1C,Indian Reserve,#REF!,64955
Fountain 1D,Indian Reserve,#REF!,64956
Fountain 2,Indian Reserve,#REF!,64961
Fountain 3,Indian Reserve,#REF!,64962
Fountain 3A,Indian Reserve,#REF!,64959
Fountain 4,Indian Reserve,#REF!,64960
Fountain 9,Indian Reserve,#REF!,64970
Fountain Creek 8,Indian Reserve,#REF!,64963
Fountain Valley,Locality,#REF!,3651
Furry Creek,Locality,#REF!,54435
Garibaldi,Locality,#REF!,37893
Garibaldi Estates,Community,#REF!,5322
Gates,Locality,#REF!,5362
Gold Bridge,Community,#REF!,34902
Gramsons,Locality,#REF!,11633
Grasslands 7,Indian Reserve,#REF!,65592
Gulada 3A,Indian Reserve,#REF!,65747
Halhalaeden 14,Indian Reserve,#REF!,65714
Halhalaeden 14A,Indian Reserve,#REF!,65713
Hay Meadow 1,Indian Reserve,#REF!,65650
High Bar 1,Indian Reserve,#REF!,65530
High Bar 1A,Indian Reserve,#REF!,65529
High Bar 2,Indian Reserve,#REF!,65528
Hihium Lake 6,Indian Reserve,#REF!,65171
Hihium Lake 6A,Indian Reserve,#REF!,65173
Hihium Lake 6B,Indian Reserve,#REF!,65174
Hospital Hill,Community,#REF!,18426
Humhampt 6,Indian Reserve,#REF!,65693
Humhampt 6A,Indian Reserve,#REF!,65703
Inkluckcheen 21,Indian Reserve,#REF!,65755
Inkluckcheen 21B,Indian Reserve,#REF!,65757
Inklyuhkinatko 2,Indian Reserve,#REF!,65084
Jesmond,Locality,#REF!,27776
Kanaka Bar,Locality,#REF!,3013
Kanaka Bar 1A,Indian Reserve,#REF!,65521
Kanaka Bar 2,Indian Reserve,#REF!,65520
Kelly Creek 3,Indian Reserve,#REF!,65614
Kelly Lake,Locality,#REF!,28075
Kilchult 3,Indian Reserve,#REF!,64405
Kitzowit 20,Indian Reserve,#REF!,65756
Klahkamich 17,Indian Reserve,#REF!,65718
Klahkowit 5,Indian Reserve,#REF!,65749
Kleetlekut 22,Indian Reserve,#REF!,65760
Kleetlekut 22A,Indian Reserve,#REF!,65759
Klickkumcheen 18,Indian Reserve,#REF!,65754
Kloklowuck 7,Indian Reserve,#REF!,65541
Kowtain 17,Indian Reserve,#REF!,64622
Kumcheen 1,Indian Reserve,#REF!,65617
Kupchynalth 1,Indian Reserve,#REF!,65696
Kupchynalth 2,Indian Reserve,#REF!,65695
Kykinalko 2,Indian Reserve,#REF!,65745
Leon Creek 2,Indian Reserve,#REF!,64429
Leon Creek 2A,Indian Reserve,#REF!,64428
Lillooet,District Municipality,#REF!,1843
Lillooet 1,Indian Reserve,#REF!,64549
Lillooet 1A,Indian Reserve,#REF!,64667
Lish-Leesh-Tum 17,Indian Reserve,#REF!,65833
Lokla 4,Indian Reserve,#REF!,64413
Loon Lake,Locality,#REF!,29617
Loon Lake 4,Indian Reserve,#REF!,65594
Lower Hat Creek 2,Indian Reserve,#REF!,65588
Lower Shawniken 4A,Indian Reserve,#REF!,65545
Lytton,Village,#REF!,35858
Lytton 13A,Indian Reserve,#REF!,65716
Lytton 21A,Indian Reserve,#REF!,65758
Lytton 26A,Indian Reserve,#REF!,65766
Lytton 27B,Indian Reserve,#REF!,65767
Lytton 31,Indian Reserve,#REF!,65738
Lytton 32,Indian Reserve,#REF!,65739
Lytton 33,Indian Reserve,#REF!,65740
Lytton 3A,Indian Reserve,#REF!,65727
Lytton 4A,Indian Reserve,#REF!,65725
Lytton 4B,Indian Reserve,#REF!,65732
Lytton 4C,Indian Reserve,#REF!,65731
Lytton 4D,Indian Reserve,#REF!,65730
Lytton 4E,Indian Reserve,#REF!,65729
Lytton 4F,Indian Reserve,#REF!,65736
Lytton 5A,Indian Reserve,#REF!,65734
Lytton 9A,Indian Reserve,#REF!,65711
Lytton 9B,Indian Reserve,#REF!,65704
Maka 8,Indian Reserve,#REF!,65706
Marble Canyon 3,Indian Reserve,#REF!,64427
Marshy Lake 1,Indian Reserve,#REF!,60401
Mauvais Rocher 5,Indian Reserve,#REF!,65593
McCartney's Flat 4,Indian Reserve,#REF!,64410
McGillivray,Locality,#REF!,26368
McGuire,Locality,#REF!,19548
McLean's Lake 3,Indian Reserve,#REF!,65590
Minaty Bay,Locality,#REF!,24225
Mission 5,Indian Reserve,#REF!,64568
Moha,Locality,#REF!,6203
Moosh 4,Indian Reserve,#REF!,65697
Mount Currie,Community,#REF!,8170
Mount Currie 1,Indian Reserve,#REF!,64548
Mount Currie 10,Indian Reserve,#REF!,64415
Mount Currie 2,Indian Reserve,#REF!,64546
Mount Currie 6,Indian Reserve,#REF!,64547
Mount Currie 7,Indian Reserve,#REF!,64552
Mount Currie 8,Indian Reserve,#REF!,64553
Nahamanak 7,Indian Reserve,#REF!,65702
Nananahout 1,Indian Reserve,#REF!,65724
Naykikoulth 13,Indian Reserve,#REF!,65664
Necait 6,Indian Reserve,#REF!,64569
Nekliptum 1,Indian Reserve,#REF!,65522
Nequatque 1,Indian Reserve,#REF!,64901
Nequatque 2,Indian Reserve,#REF!,64900
Nequatque 3,Indian Reserve,#REF!,64435
Nequatque 3A,Indian Reserve,#REF!,64899
Nequatque 4,Indian Reserve,#REF!,64914
Nesikep 6,Indian Reserve,#REF!,65733
Nesikep 6A,Indian Reserve,#REF!,65832
Nesters,Locality,#REF!,34781
Nesuch 3,Indian Reserve,#REF!,64416
Ngwyu'Yemc 36,Indian Reserve,#REF!,59962
Nickel Palm 4,Indian Reserve,#REF!,65726
Nickeyeah 25,Indian Reserve,#REF!,65764
Nicoelton 6,Indian Reserve,#REF!,65544
Nicomen 1,Indian Reserve,#REF!,65744
Nkaih 10,Indian Reserve,#REF!,65712
Nocten 19,Indian Reserve,#REF!,65753
Nohomeen 23,Indian Reserve,#REF!,65762
North Bonaparte,Locality,#REF!,30086
Northridge,Community,#REF!,17125
Nuuautin 2,Indian Reserve,#REF!,65723
Nuuautin 2A,Indian Reserve,#REF!,65722
Nuuautin 2B,Indian Reserve,#REF!,65721
Nzaw't 4A,Indian Reserve,#REF!,68923
Ogden,Locality,#REF!,17956
Oliver's Landing,Community,#REF!,54430
Oregon Jack Creek 2,Indian Reserve,#REF!,65647
Oregon Jack Creek 5,Indian Reserve,#REF!,65645
Owl Creek,Locality,#REF!,15160
Papsilqua 13,Indian Reserve,#REF!,65654
Papyum 27,Indian Reserve,#REF!,65765
Papyum 27A,Indian Reserve,#REF!,65768
Papyum Graveyard 27C,Indian Reserve,#REF!,65737
Paradise Valley,Locality,#REF!,38026
Pashilqua 2,Indian Reserve,#REF!,65007
Pashilqua 2A,Indian Reserve,#REF!,65006
Paska Island 3,Indian Reserve,#REF!,66041
Pavilion,Community,#REF!,38382
Pavilion 1,Indian Reserve,#REF!,64430
Pavilion 1A,Indian Reserve,#REF!,64550
Pavilion 3A,Indian Reserve,#REF!,64572
Pavilion 4,Indian Reserve,#REF!,64433
Pegleg 3,Indian Reserve,#REF!,65519
Pegleg 3A,Indian Reserve,#REF!,65518
Pemberton,Village,#REF!,38511
Pemberton Meadows,Locality,#REF!,34776
Pemynoos 9,Indian Reserve,#REF!,65540
Peq-Paq 22,Indian Reserve,#REF!,59963
Pioneer Mine,Locality,#REF!,39397
Pokheitsk 10,Indian Reserve,#REF!,65537
Pooeyelth 3,Indian Reserve,#REF!,65081
Poquiosin & Skamain 13,Indian Reserve,#REF!,65783
Porteau,Locality,#REF!,16209
Poyam 9,Indian Reserve,#REF!,64599
Putkwa 14,Indian Reserve,#REF!,65663
Quatlenemo 5,Indian Reserve,#REF!,64966
Riley Creek 1B,Indian Reserve,#REF!,65770
Sackum 3,Indian Reserve,#REF!,65746
Savona,Community,#REF!,17180
Schikaelton 16,Indian Reserve,#REF!,65534
Seah 5,Indian Reserve,#REF!,65735
Seaichem 16,Indian Reserve,#REF!,64621
Seton Lake 5,Indian Reserve,#REF!,64407
Seton Lake 5A,Indian Reserve,#REF!,64563
Seton Portage,Community,#REF!,18907
Shackan 11,Indian Reserve,#REF!,65656
Shalalth,Community,#REF!,15339
Shawniken 3,Indian Reserve,#REF!,65619
Shawniken 4B,Indian Reserve,#REF!,65546
Shoskhost 7,Indian Reserve,#REF!,65751
Shpapzchinh 20,Indian Reserve,#REF!,65531
Shuouchten 15,Indian Reserve,#REF!,65662
Silicon 2,Indian Reserve,#REF!,64565
Siska Flat 3,Indian Reserve,#REF!,65698
Siska Flat 5A,Indian Reserve,#REF!,65691
Siska Flat 5B,Indian Reserve,#REF!,65694
Siska Flat 8,Indian Reserve,#REF!,65705
Skaynaneichst 12,Indian Reserve,#REF!,65665
Skeetchestn,Indian Reserve,#REF!,65774
Skeikut 9,Indian Reserve,#REF!,65668
Skhpowtz 4,Indian Reserve,#REF!,65748
Skoonkoon 2,Indian Reserve,#REF!,65620
Skowishin 7,Indian Reserve,#REF!,64597
Skowishin Graveyard 10,Indian Reserve,#REF!,64594
Skuppah 1,Indian Reserve,#REF!,65128
Skuppah 2A,Indian Reserve,#REF!,65083
Skuppah 2B,Indian Reserve,#REF!,65082
Skuppah 3A,Indian Reserve,#REF!,65088
Skuppah 4,Indian Reserve,#REF!,65087
Skuppah 4A,Indian Reserve,#REF!,65086
Skwayaynope 26,Indian Reserve,#REF!,65763
Sleetsis 6,Indian Reserve,#REF!,65750
Slosh 1,Indian Reserve,#REF!,64564
Slosh 1A,Indian Reserve,#REF!,64562
Soldatquo 12,Indian Reserve,#REF!,65653
South Nepa 7,Indian Reserve,#REF!,65659
South Shalalth,Community,#REF!,20709
Spatsum,Locality,#REF!,21666
Spatsum 11,Indian Reserve,#REF!,65538
Spatsum 11A,Indian Reserve,#REF!,65535
Spences Bridge,Community,#REF!,16462
Spences Bridge 4,Indian Reserve,#REF!,65547
Spences Bridge 4C,Indian Reserve,#REF!,65548
Spilmouse 4,Indian Reserve,#REF!,64509
Spintlum Flat 3,Indian Reserve,#REF!,65728
Sproatt,Locality,#REF!,22252
Squamish,District Municipality,#REF!,38680
Squianny 10,Indian Reserve,#REF!,65667
Staiyahanny 8,Indian Reserve,#REF!,65641
Stawamus 24,Indian Reserve,#REF!,64617
Stryen 9,Indian Reserve,#REF!,65707
Tamarisk,Community,#REF!,40078
Tinmusket 5A,Indian Reserve,#REF!,64507
Toby Lake 6,Indian Reserve,#REF!,64523
Towinock 2,Indian Reserve,#REF!,64408
Tsaukan 12,Indian Reserve,#REF!,65710
Tsinkahtl 8,Indian Reserve,#REF!,65542
Ts'kw'aylaxw 5,Indian Reserve,#REF!,59941
Tuckozap 24,Indian Reserve,#REF!,65761
Two Mile Creek 16,Indian Reserve,#REF!,65720
Two Mile Creek 16A,Indian Reserve,#REF!,65717
Twoyqhalsht 16,Indian Reserve,#REF!,65794
Unpukpulquatum 8,Indian Reserve,#REF!,65752
Upper Hat Creek 1,Indian Reserve,#REF!,65589
Upper Nepa 6,Indian Reserve,#REF!,65646
Upper Tsinkahtl 8A,Indian Reserve,#REF!,65539
Valleycliffe,Community,#REF!,24305
Vidette,Locality,#REF!,31045
Waiwakum 14,Indian Reserve,#REF!,64623
Walhachin,Community,#REF!,15889
Whistler,Resort Municipality,#REF!,40939
Whistler Creek,Community,#REF!,40059
Whitecap 1,Indian Reserve,#REF!,59942
Whyeek 4,Indian Reserve,#REF!,65517
Woodfibre,Locality,#REF!,37740
Yawaucht 11,Indian Reserve,#REF!,65709
Yekwaupsum 18,Indian Reserve,#REF!,64619
Yekwaupsum 19,Indian Reserve,#REF!,64620
Yookwitz 12,Indian Reserve,#REF!,64595
Zacht 5,Indian Reserve,#REF!,65692
Ahahswinis 1,Indian Reserve,#REF!,65292
Ahpokum 9,Indian Reserve,#REF!,65024
Alberni,Community,#REF!,541
Alberni 2,Indian Reserve,#REF!,65279
Anvil Island,Locality,#REF!,38334
Arbutus Ridge,Community,#REF!,70061
Arrowview Heights,Community,#REF!,9248
Aupe 6,Indian Reserve,#REF!,64975
Aupe 6A,Indian Reserve,#REF!,65054
Balmoral Beach,Community,#REF!,9927
Bamberton,Locality,#REF!,11064
Bare Island 9,Indian Reserve,#REF!,65319
Bargain Harbour SB 24,Indian Government District : Land Unit,#REF!,40201
Bartlett Island 7,Indian Reserve,#REF!,65053
Bear Bay 8,Indian Reserve,#REF!,65602
Beaver Creek,Community,#REF!,2774
Beaver Point,Community,#REF!,2821
Bevan,Locality,#REF!,4284
Big Bay,Locality,#REF!,4309
Billings Bay,Locality,#REF!,5057
Black Creek,Community,#REF!,5168
Blind Channel,Community,#REF!,5775
Bliss Landing,Locality,#REF!,34894
Bloedel,Locality,#REF!,34753
Blubber Bay,Community,#REF!,5798
Boat Harbour,Locality,#REF!,37625
Bold Point,Locality,#REF!,34752
Boulder Island SB 25,Indian Government District : Land Unit,#REF!,40187
Bowen Bay,Locality,#REF!,37635
Bowen Island,District Municipality,#REF!,459
Bowser,Community,#REF!,28686
Brem River,Locality,#REF!,54371
Brew Bay,Community,#REF!,766
Buccaneer Bay,Locality,#REF!,1601
Buckley Bay,Community,#REF!,38339
Cameron Heights,Community,#REF!,10460
Camp Artaban,Locality,#REF!,38514
Campbell River,City,#REF!,34755
Campbell River 11,Indian Reserve,#REF!,65352
Campbellton,Community,#REF!,10493
Cape Mudge 10,Indian Reserve,#REF!,65348
Cassidy,Community,#REF!,37454
Cedar,Community,#REF!,3484
Chase River,Community,#REF!,38346
Chekwelp 26,Indian Reserve,#REF!,64615
Chekwelp 26A,Indian Reserve,#REF!,64616
Chelohsin SB 13,Indian Government District : Land Unit,#REF!,40192
Chemainus,Community,#REF!,38318
Chemainus 13,Indian Reserve,#REF!,65235
Cherry Creek,Community,#REF!,5005
Chickwat SB 9,Indian Government District : Land Unit,#REF!,40204
Church House,Locality,#REF!,5979
Cinnabar Valley,Community,#REF!,677
Cobble Hill,Community,#REF!,37892
Cokoqueneets SB 23,Indian Government District : Land Unit,#REF!,40202
Comox,Town,#REF!,38659
Comox 1,Indian Reserve,#REF!,65350
Coombs,Community,#REF!,12314
Cortes Bay,Community,#REF!,34897
Courtenay,City,#REF!,4059
Cous 3,Indian Reserve,#REF!,65293
Cowans Point,Locality,#REF!,34973
Cowichan 1,Indian Reserve,#REF!,65217
Cowichan 9,Indian Reserve,#REF!,65224
Cowichan Bay,Community,#REF!,4082
Cowichan Lake,Indian Reserve,#REF!,65800
Cowichan Station,Community,#REF!,4087
Cranberry,Community,#REF!,25213
Crofton,Community,#REF!,35135
Cumberland,Village,#REF!,6507
Dashwood,Community,#REF!,7637
Davis Bay,Community,#REF!,8476
Deep Bay,Community,#REF!,13225
Deep Valley 5,Indian Reserve,#REF!,65057
Deerholme,Locality,#REF!,13739
Denman Island,Community,#REF!,14470
Departure Bay,Community,#REF!,14500
Dolphin Beach,Community,#REF!,18235
Doriston,Locality,#REF!,22257
Drew Harbour 9,Indian Reserve,#REF!,65349
Duncan,City,#REF!,15595
Duncan Bay,Locality,#REF!,34756
Dunsmuir,Locality,#REF!,15632
Eagle Heights,Community,#REF!,825
Earls Cove,Locality,#REF!,34710
East Wellington,Community,#REF!,1678
Eastbourne,Locality,#REF!,1203
Egmont,Community,#REF!,2274
Egmont SB 26,Indian Government District : Land Unit,#REF!,40203
Ekins Point,Locality,#REF!,2305
Elk Bay,Locality,#REF!,34759
Elphinstone,Community,#REF!,54298
Errington,Community,#REF!,10606
Est-patrolas 4,Indian Reserve,#REF!,65221
Etsekin 1,Indian Reserve,#REF!,65608
Extension,Community,#REF!,28248
Fairbridge,Community,#REF!,11393
False Bay,Community,#REF!,40576
Fanny Bay,Community,#REF!,11468
Fernwood,Community,#REF!,39930
French Creek,Community,#REF!,4418
Fulford Harbour,Community,#REF!,4501
Fulford Harbour 5,Indian Reserve,#REF!,65264
Gabriola,Community,#REF!,38757
Gabriola Island 5,Indian Reserve,#REF!,65207
Galiano Island 9,Indian Reserve,#REF!,65278
Gambier Harbour,Community,#REF!,5268
Ganges,Community,#REF!,5285
Garden Bay,Community,#REF!,5302
Genoa Bay,Locality,#REF!,37716
George River,Locality,#REF!,37732
Gibsons,Town,#REF!,35874
Gillies Bay,Community,#REF!,6134
Goose Spit 3,Indian Reserve,#REF!,65344
Granite Bay,Locality,#REF!,34762
Grantham,Community,#REF!,12378
Granthams Landing,Community,#REF!,12380
Great Central,Locality,#REF!,38661
Halalt 2,Indian Reserve,#REF!,65227
Halalt Island 1,Indian Reserve,#REF!,65226
Halfmoon Bay,Community,#REF!,35052
Hanatsa 6,Indian Reserve,#REF!,65609
Hardwicke Island,Locality,#REF!,6686
Harmac,Locality,#REF!,7655
Hatch Point 12,Indian Reserve,#REF!,65282
Headquarters,Locality,#REF!,29266
Heriot Bay,Community,#REF!,34763
Hillcrest,Locality,#REF!,40629
Hilliers,Community,#REF!,35927
Hkusam,Locality,#REF!,14690
Homalco 1,Indian Reserve,#REF!,64974
Homalco 2,Indian Reserve,#REF!,64973
Homalco 2A,Indian Reserve,#REF!,64972
